,Unnamed: 0,text,text_clean,text_preprocessed
541,541,@HambaAllah_411 2 Polisi Papua Barat Dikurung Buntut Jilat Kue HUT TNI https://t.co/gwOrqJolA6,polisi papua barat dikurung buntut jilat kue hut tni ,"['polisi', 'papua', 'barat', 'kurung', 'buntut', 'jilat', 'kue', 'hut', 'tni']"
542,542,@KompasTV Jangan jadi polisi nak... Polisi itu pembunuh orang tuamu,jangan jadi polisi nak polisi pembunuh orang tuamu ,"['jangan', 'jadi', 'polisi', 'nak', 'polisi', 'bunuh', 'orang', 'tua']"
543,543,bukti nyata kalo polisi ini kerja keras serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/ZFvyNvGCNE,bukti nyata kalau polisi kerja keras serius segera masuk sidang ,"['bukti', 'nyata', 'kalau', 'polisi', 'kerja', 'keras', 'serius', 'segera', 'masuk', 'sidang']"
544,544,"@democrazymedia Orang di Erpa sana pasti ketawa lihat ""bela diri"" polisi Indonesia. Mereka akan berpikir, ini polisi sekolahnya bagaimana ya, koq bloon banget.",orang erpa sana ketawa lihat bela diri polisi indonesia akan berpikir polisi sekolahnya bagaimana iya kok bloon sangat ,"['orang', 'erpa', 'sana', 'ketawa', 'lihat', 'bela', 'diri', 'polisi', 'indonesia', 'akan', 'pikir', 'polisi', 'sekolah', 'bagaimana', 'iya', 'kok', 'bloon', 'sangat']"
545,545,"Pengunggah Video Pintu Keluar Stadion Kanjuruhan Dikabarkan Diciduk Aparat, Ini Penjelasan Polisi https://t.co/UohTt2cSbM https://t.co/uSb6Yylavl",pengunggah video pintu keluar stadion kanjuruhan dikabarkan diciduk aparat penjelasan polisi ,"['unggah', 'video', 'pintu', 'keluar', 'stadion', 'kanjuruhan', 'kabar', 'ciduk', 'aparat', 'jelas', 'polisi']"
546,546,@CNNIndonesia Polisi tukang ngeles,polisi tukang berkilah ,"['polisi', 'tukang', 'kilah']"
547,547,@Faisal76778229 @Miduk17 @aguskode @ListyoSigitP Waduuhh.. oknum lg oknum lg...🤦Klo sdh grafiknya bgini...klakuan oknum polisi ya sama sperti apa yg dikatakan najwa Shihab...saya sebenarnya lbh setuju pernyataan si Najwa tu tentang polisi.,waduuhh oknum oknum lg🤦klo grafiknya bginiklakuan oknum polisi iya sama sperti apa dikatakan najwa shihabsaya sebenarnya lebih setuju pernyataan si najwa tentang polisi ,"['waduuhh', 'oknum', 'oknum', 'lg klo', 'grafik', 'bginiklakuan', 'oknum', 'polisi', 'iya', 'sama', 'sperti', 'apa', 'kata', 'najwa', 'shihabsaya', 'benar', 'lebih', 'tuju', 'nyata', 'si', 'najwa', 'tentang', 'polisi']"
548,548,"Sudah Ada 2 Laporan dari Simpatisan Polisi Terkait Prank KdRT, Baim Wong akan Dipanggil https://t.co/shc8u2Vd5P",ada laporan simpatisan polisi terkait prank kdrt baim wong dipanggil ,"['ada', 'lapor', 'simpatisan', 'polisi', 'kait', 'prank', 'kdrt', 'baim', 'wong', 'panggil']"
549,549,"@NephiLaxmus Gw rasa polisi indo belajar penyelidikan memakai materi dari film” hollywood.
Kebanyakan nonton ketika pendidikan dibandingkan belajar dari 
TEXTBOOK yg mendukung pembuktian melalui analisa dan logika.🤣",rasa polisi indonesia belajar penyelidikan memakai materi film” hollywood kebanyakan nonton pendidikan dibandingkan belajar textbook mendukung pembuktian melalui analisa logika🤣 ,"['rasa', 'polisi', 'indonesia', 'ajar', 'lidi', 'pakai', 'materi', 'film', '', 'hollywood', 'banyak', 'nonton', 'didik', 'banding', 'ajar', 'textbook', 'dukung', 'bukti', 'lalu', 'analisa', 'logika']"
550,550,"Cc @DivHumas_Polri @Puspen_TNI @tni_ad @_TNIAU @_TNIAL_ @jokowi @fadlizon @MardaniAliSera @Fahrihamzah @fahiraidris @OmbudsmanRI137  

Pak @ListyoSigitP pecat, pidanakan dan penjarakan anggota polisi terlaknat macam ini. https://t.co/LeAuzhP9X2",cc pak pecat pidanakan penjarakan anggota polisi terlaknat macam ,"['cc', 'pak', 'pecat', 'pidana', 'penjara', 'anggota', 'polisi', 'laknat', 'macam']"
551,551,@democrazymedia Padahal polisi anteng2 aja nggak ada yg nyerang. Nggak ada satupun video dimana polisinya kelihatan terancam. Membela dirinya darimana?,padahal polisi anteng yang serang tidak ada satupun video polisinya kelihatan terancam membela dirinya darimana ,"['padahal', 'polisi', 'anteng', 'yang', 'serang', 'tidak', 'ada', 'satu', 'video', 'polisi', 'lihat', 'ancam', 'bela', 'diri', 'darimana']"
552,552,"Sinergitas TNI Polri Bersama Jaga Papua

#indonesia #polriindonesia  #satgasdamaicartenz #OpsDamaiCartenz #Mabespolri #brimobuntukindonesia #Polisi #binmasnokenpolri #bhabinkamtibmas https://t.co/xxQdLnizv1",sinergitas tni polri bersama jaga papua ,"['sinergitas', 'tni', 'polri', 'sama', 'jaga', 'papua']"
553,553,"Najwa Shihab akan Laporkan Kepada Polisi, Nikita Mirzani Ejek: Lagi Sibuk Urusin Sambo!   | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #AniesPresiden2024 #SaveAniesBaswedan https://t.co/YRDmYL4XZH",najwa shihab laporkan polisi nikita mirzani ejek sibuk urusin sambo jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['najwa', 'shihab', 'lapor', 'polisi', 'nikita', 'mirzani', 'ejek', 'sibuk', 'urusin', 'sambo', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
554,554,@marlina_idha Ehh polisi kontol @firlibahuri pengen nyapree lo? 🤣🤣,ehh polisi kecewa nyapree kamu 🤣🤣 ,"['ehh', 'polisi', 'kecewa', 'nyapree', 'kamu', '']"
555,555,"@Bahrunehbos @idextratime Yg membunuh itu polisi, kenapa suporter yg d salahin.. orang luar aja paham yg membunuh itu polisi.",membunuh polisi suporter di salahin orang luar paham membunuh polisi ,"['bunuh', 'polisi', 'suporter', 'di', 'salahin', 'orang', 'luar', 'paham', 'bunuh', 'polisi']"
556,556,"Giat patroli dan pengaturan arus lalin di daerah rawan laka lantas oleh Piket 9.0 , Rabu 5 Oktober 2022.

@SosmedNtmc
@polisi_sumsel
@NTMCSumsel
@NTMCLantasPolri https://t.co/tqHDpRz6oO",giat patroli pengaturan arus lalin daerah rawan kecelakaan lantas piket rabu oktober ,"['giat', 'patroli', 'atur', 'arus', 'lalin', 'daerah', 'rawan', 'celaka', 'lantas', 'piket', 'rabu', 'oktober']"
557,557,"Oknum Polisi Jilat Kue Ulang Tahun untuk HUT TNI, Kapolda Papua Barat Langsung Temui Pangdam XVIII/Kasuari https://t.co/O9ScTVfz5y",oknum polisi jilat kue ulang tahun hut tni kapolda papua barat langsung temui pangdam xviiikasuari ,"['oknum', 'polisi', 'jilat', 'kue', 'ulang', 'tahun', 'hut', 'tni', 'kapolda', 'papua', 'barat', 'langsung', 'temu', 'pangdam', 'xviiikasuari']"
558,558,@LowSide_12 Penipuan papah di tangkep polisi kali ahh wkwkw,penipuan papah tangkep polisi kali ah wkwkw ,"['tipu', 'papah', 'tangkep', 'polisi', 'kali', 'ah', 'wkwkw']"
559,559,"Deg degan abis komen shitty di twittnya polisi 😳😳 ya abis lu haus bgt pujian, kagak cocok tau. Ngaca  lu @ polisi",deg degan habis komen shitty twittnya polisi 😳😳 iya habis kamu haus sangat pujian cocok tahu ngaca kamu polisi ,"['deg', 'degan', 'habis', 'komen', 'shitty', 'twittnya', 'polisi', '', 'iya', 'habis', 'kamu', 'haus', 'sangat', 'puji', 'cocok', 'tahu', 'ngaca', 'kamu', 'polisi']"
560,560,"@geloraco POLISI KOK KERJAANNYA BUAT GADUH YA

#IndonesiaDamaiTanpaPolisi",polisi kok kerjaannya membuat gaduh iya ,"['polisi', 'kok', 'kerja', 'buat', 'gaduh', 'iya']"
561,561,"Kapok! Lecehkan hingga Jilat Kue HUT TNI, Dua Oknum Polisi Langsung Dikerangkeng https://t.co/gjbhocWJvj",kapok lecehkan hingga jilat kue hut tni oknum polisi langsung dikerangkeng ,"['kapok', 'leceh', 'hingga', 'jilat', 'kue', 'hut', 'tni', 'oknum', 'polisi', 'langsung', 'kerangkeng']"
562,562,"@geloraco Polri seharusnya pecat Polisi yang tidak bermoral tersebut, baru saja institusi polri tercoreng oleh kasus Sambo...🤦 🙏",polri pecat polisi tidak bermoral tersebut baru institusi polri tercoreng kasus sambo🤦 🙏 ,"['polri', 'pecat', 'polisi', 'tidak', 'moral', 'sebut', 'baru', 'institusi', 'polri', 'coreng', 'kasus', 'sambo', '']"
563,563,Oalah le le. Dijadikan polisi jual sawah kok begini stelah jadi https://t.co/HdCFALos7d,oalah le le dijadikan polisi jual sawah kok begini jadi ,"['oalah', 'le', 'le', 'jadi', 'polisi', 'jual', 'sawah', 'kok', 'begini', 'jadi']"
564,564,jaman skrng polisi sama sales jenius sama2 nakutin ya? hehe,jaman sekarang polisi sama sales jenius sama nakutin iya haha ,"['jaman', 'sekarang', 'polisi', 'sama', 'sales', 'jenius', 'sama', 'nakutin', 'iya', 'haha']"
565,565,@pn7l7h @DivHumas_Polri Polisi ASU!!! Ora kapok kapok! Seolah menunggu dan menantang kemarahan sipil dan TNI. Nyogok brp dulu pas daftar njing?,polisi anjing ora kapok kapok menunggu menantang kemarahan sipil tni nyogok berapa dulu daftar anjing ,"['polisi', 'anjing', 'ora', 'kapok', 'kapok', 'tunggu', 'tantang', 'marah', 'sipil', 'tni', 'nyogok', 'berapa', 'dulu', 'daftar', 'anjing']"
566,566,"Masih Terbaring Lemah Di Rumah Sakit Akibat KDRT, Ini Tanggapan Kedua Orang Tua Dedek   | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #AniesPresiden2024 #SaveAniesBaswedan https://t.co/pABpzllNXr",masuk terbaring lemah rumah sakit akibat kdrt tanggapan kedua orang tua dedek jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['masuk', 'baring', 'lemah', 'rumah', 'sakit', 'akibat', 'kdrt', 'tanggap', 'dua', 'orang', 'tua', 'dedek', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
567,567,@z4r4n Ini ada unsur2 adudomba  polisi dg TNI.,ada unsur adudomba polisi tni ,"['ada', 'unsur', 'adudomba', 'polisi', 'tni']"
568,568,"Kegiatan patroli dan pengaturan arus lalin di daerah rawan laka lantas oleh Piket 9.0 , Rabu 5 Oktober 2022.

@SosmedNtmc
@polisi_sumsel
@NTMCSumsel
@NTMCLantasPolri https://t.co/SZD5cAAFpZ",kegiatan patroli pengaturan arus lalin daerah rawan kecelakaan lantas piket rabu oktober ,"['giat', 'patroli', 'atur', 'arus', 'lalin', 'daerah', 'rawan', 'celaka', 'lantas', 'piket', 'rabu', 'oktober']"
569,569,"2beer! Seluruh dunia, media internasional tau pelakunya polisi wakanda, tapi polisi wakanda sama beberapa orang wakanda malah sibuk nyalahin suporter sampe sekarang",beer seluruh dunia media internasional tahu pelakunya polisi wakanda polisi wakanda sama beberapa orang wakanda bahkan sibuk salah suporter sekarang ,"['beer', 'seluruh', 'dunia', 'media', 'internasional', 'tahu', 'laku', 'polisi', 'wakanda', 'polisi', 'wakanda', 'sama', 'beberapa', 'orang', 'wakanda', 'bahkan', 'sibuk', 'salah', 'suporter', 'sekarang']"
570,570,Contoh polisi yg tidak pongah https://t.co/WMwjt07HWp,contoh polisi tidak pongah ,"['contoh', 'polisi', 'tidak', 'pongah']"
571,571,@panca66 @ListyoSigitP Polisi amerika setidaknya bisa membaca itu aja sih.,polisi amerika bisa membaca saja sih ,"['polisi', 'amerika', 'bisa', 'baca', 'saja', 'sih']"
572,572,"@Nunna_RM Siapapun lapor polisi TOLONG jangan di biarin, keliatannya si bapak itu ga ada takutnya, dan kayanya kamu bukan korban pertama nya, kasih pelajaran sama orang-orang modelan kaya gini.",siapapun lapor polisi jangan biarin keliatannya si bapak tidak takutnya sepertinya kamu bukan korban pertama nya kasih pelajaran sama orang-orang modelan begini ,"['siapa', 'lapor', 'polisi', 'jangan', 'biarin', 'liat', 'si', 'bapak', 'tidak', 'takut', 'seperti', 'kamu', 'bukan', 'korban', 'pertama', 'nya', 'kasih', 'ajar', 'sama', 'orang', 'model', 'begini']"
573,573,"Pengunggah Video Pintu Keluar Stadion Kanjuruhan Dikabarkan Diciduk Aparat, Ini Penjelasan Polisi https://t.co/UohTt2cSbM https://t.co/lTAZsVIKr3",pengunggah video pintu keluar stadion kanjuruhan dikabarkan diciduk aparat penjelasan polisi ,"['unggah', 'video', 'pintu', 'keluar', 'stadion', 'kanjuruhan', 'kabar', 'ciduk', 'aparat', 'jelas', 'polisi']"
574,574,Polisi: Hasil Visum Lesti Alami Luka Memar di Leher Hingga Tangan https://t.co/qzjNVAEnEi,polisi hasil visum lesti alami luka memar leher hingga tangan ,"['polisi', 'hasil', 'visum', 'lesti', 'alami', 'luka', 'memar', 'leher', 'hingga', 'tangan']"
575,575,@estemplin @pickyinside @txtdrberseragam @DivHumas_Polri nulis aja ttg polisi tidur kak,nulis tentang polisi tidur kakak ,"['nulis', 'tentang', 'polisi', 'tidur', 'kakak']"
576,576,ternyata polisi serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/C1OrfJ5FLq,ternyata polisi serius segera masuk sidang ,"['nyata', 'polisi', 'serius', 'segera', 'masuk', 'sidang']"
577,577,"@OngisnadeNet @UEFAcom @ChampionsLeague Contoh di Amerika yg tewas 1 orang kulit hitam oleh polisi dan hampir seluruh polisi Amerika mengadakan hening cipta sambil bersujud lutut,, sedangkan ini kita yg Meninggal 100+ tapi polisi malah cari kesalahan suporter dan tidak mau di salahkan 🤔 fuck A.C.*.B",contoh amerika tewas orang kulit hitam polisi hampir seluruh polisi amerika mengadakan hening cipta bersujud lutut ini yang meninggal polisi bahkan mencari kesalahan suporter tidak mau salahkan 🤔 kecewa acb ,"['contoh', 'amerika', 'tewas', 'orang', 'kulit', 'hitam', 'polisi', 'hampir', 'seluruh', 'polisi', 'amerika', 'ada', 'hening', 'cipta', 'sujud', 'lutut', 'ini', 'yang', 'tinggal', 'polisi', 'bahkan', 'cari', 'salah', 'suporter', 'tidak', 'mau', 'salah', '', 'kecewa', 'acb']"
578,578,"Makin Panas! Nikita Mirzani Beri Saran Begini Untuk Najwa Shihab: Cari Massa Makhluk Astral! | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #AniesPresiden2024 #SaveAniesBaswedan https://t.co/dypV1wDtQI",makin panas nikita mirzani beri saran begini najwa shihab mencari massa makhluk astral jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['makin', 'panas', 'nikita', 'mirzani', 'beri', 'saran', 'begini', 'najwa', 'shihab', 'cari', 'massa', 'makhluk', 'astral', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
579,579,semoga polri tidak mengulur waktu dalam menuntaskan sidang etik terhadap puluhan anggota polisi yang terlibat kasus Duren Tiga. #GelarPelimpahanTahap2 kawal Segera Masuk Sidang https://t.co/PLix0b54Q8,semoga polri mengulur waktu menuntaskan sidang etik puluhan anggota polisi terlibat kasus durian tiga kawal segera masuk sidang ,"['moga', 'polri', 'ulur', 'waktu', 'tuntas', 'sidang', 'etik', 'puluh', 'anggota', 'polisi', 'libat', 'kasus', 'durian', 'tiga', 'kawal', 'segera', 'masuk', 'sidang']"
580,580,"@trisnowidibagus “Walaupun demikian” gak ada walau2 buzzer, akui aja polisi salah, banyak bacotlu",“walaupun demikian” ada buzzer akui polisi salah banyak bacotlu ,"['', 'walaupun', 'demikian', '', 'ada', 'buzzer', 'aku', 'polisi', 'salah', 'banyak', 'bacotlu']"
581,581,"Artikel terbaru kami mengenai Tragedi Kanjuruhan. Lihat cara kami menyajikan sebuah berita. Kami bukan media netral, kami memihak kelas pekerja. 
https://t.co/2D2EpYkjw8
#POLISI #Malang #Kanjuruhan",artikel terbaru mengenai tragedi kanjuruhan lihat cara menyajikan sebuah berita bukan media netral memihak kelas pekerja ,"['artikel', 'baru', 'kena', 'tragedi', 'kanjuruhan', 'lihat', 'cara', 'saji', 'buah', 'berita', 'bukan', 'media', 'netral', 'pihak', 'kelas', 'kerja']"
582,582,@KontraS ingat “polisi membunuhmu”,ingat “polisi membunuhmu” ,"['ingat', '', 'polisi', 'bunuh', '']"
583,583,@KompasTV backgroundnya aja polisi ya begitulah,backgroundnya polisi iya begitulah ,"['backgroundnya', 'polisi', 'iya', 'begitu']"
584,584,@KompasTV Pas di polisi diajarin apa sih?,di polisi diajarin apa sih ,"['di', 'polisi', 'diajarin', 'apa', 'sih']"
585,585,"@wordfangs Kan bapak POLISI yg nembak gas airmata. Bapak juga yg membunuh 120 lebih saudara kami. 
SAUDARA KAMI DIBUNUH POLISI
Lalu polisi bagaimana yg bisa kami percaya? .",kan bapak polisi menyatakan gas airmata bapak membunuh lebih saudara saudara dibunuh polisi lalu polisi bagaimana yang bisa percaya ,"['kan', 'bapak', 'polisi', 'nyata', 'gas', 'airmata', 'bapak', 'bunuh', 'lebih', 'saudara', 'saudara', 'bunuh', 'polisi', 'lalu', 'polisi', 'bagaimana', 'yang', 'bisa', 'percaya']"
586,586,@v_frontline_pc @simamaung @toptobs @DikySoemarno DAN SEKARANG MUSUH KEDUA KUBU ITU BERNAMA POLISI TAI FC,sekarang musuh kedua kubu bernama polisi kecewa fc ,"['sekarang', 'musuh', 'dua', 'kubu', 'nama', 'polisi', 'kecewa', 'fc']"
587,587,@KontraS parah banget polisi b*go https://t.co/yrkQY7oZEK,parah sangat polisi bgo ,"['parah', 'sangat', 'polisi', 'bgo']"
588,588,@kang___L Owalah yang bawa senjata Polisi Konoha,owalah bawa senjata polisi konoha ,"['owalah', 'bawa', 'senjata', 'polisi', 'konoha']"
589,589,"Polisi Pastikan Kasus Lesti Kejora Murni KDRT | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #celebs #WakandaForever #AniesPresiden2024 #SaveAniesBaswedan https://t.co/0FptT8uDpI",polisi pastikan kasus lesti kejora murni kdrt jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['polisi', 'pasti', 'kasus', 'lesti', 'kejora', 'murni', 'kdrt', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
590,590,@msaid_didu Sadis dan bengis Polisi kita pak Kapolri @ListyoSigitP anda tidak punya nyali untuk menertibkan dan menegur serta memproses mereka... jauh dari slogan PRESISI !!!🤦‍♀️,sadis bengis polisi pak kapolri kamu punya nyali menertibkan menegur memproses jauh slogan presisi 🤦‍♀️ ,"['sadis', 'bengis', 'polisi', 'pak', 'kapolri', 'kamu', 'punya', 'nyali', 'tertib', 'tegur', 'proses', 'jauh', 'slogan', 'presisi', '']"
591,591,Ada polisi dingin yg mau bngt nikah ama temen sndri perkara apartemen tp punya tangan segemes ini https://t.co/naCVvT4Xje,polisi dingin mau bngt nikah sama teman sndri perkara apartemen punya tangan segemes ,"['polisi', 'dingin', 'mau', 'bngt', 'nikah', 'sama', 'teman', 'sndri', 'perkara', 'apartemen', 'punya', 'tangan', 'segemes']"
592,592,"Indahnya Berbagi Kebaikan Dalam Ketulusan

#indonesia #polriindonesia  #satgasdamaicartenz #OpsDamaiCartenz #Mabespolri #brimobuntukindonesia #Polisi #binmasnokenpolri #bhabinkamtibmas https://t.co/sJi6SOfw6D",indahnya berbagi kebaikan ketulusan ,"['indah', 'bagi', 'baik', 'tulus']"
593,593,"Padahal mah permasalahan kanjuruhan simpel Ges puguh permasalahan maladministrasi,jeng polisi nembak gas air mata eta koncina mah meni kudu penyelidikan itu lah ieu lah miceunan hungkul anggaran.. Tinggal sing daek narima kesalahan pihak2 terkaitna",padahal mah permasalahan kanjuruhan simpel ges puguh permasalahan maladministrasijeng polisi menyatakan gas air mata eta koncina mah meni penyelidikan lah ieu lah miceunan hungkul anggaran tinggal sing daek narima kesalahan pihak terkaitna ,"['padahal', 'mah', 'masalah', 'kanjuruhan', 'simpel', 'ges', 'puguh', 'masalah', 'maladministrasijeng', 'polisi', 'nyata', 'gas', 'air', 'mata', 'eta', 'koncina', 'mah', 'meni', 'lidi', 'lah', 'ieu', 'lah', 'miceunan', 'hungkul', 'anggar', 'tinggal', 'sing', 'daek', 'narima', 'salah', 'pihak', 'terkaitna']"
594,594,"[Rumah] Sempat Berada di Rumah, Ketua RT Sebut Rizky Billar Menghindar saat Polisi Datang untuk Olah TKP https://t.co/XvfNDcaffH #Video #berada #beritaterbaru #beritaterkini",[rumah] sempat berada rumah ketua rt sebut rizky billar menghindar polisi datang olah tkp ,"['', 'rumah', '', 'sempat', 'ada', 'rumah', 'ketua', 'rt', 'sebut', 'rizky', 'billar', 'hindar', 'polisi', 'datang', 'olah', 'tkp']"
595,595,"Di kasus km 50.banyak banget yg mendukung polisi, saat kasus kanjuruhan ,baru pada  sadar...telaaat karena bukan cuma 6 org tapi ratusan..nyesal di kemudian hari tiada guna",kasus kamu banyak sangat mendukung polisi kasus kanjuruhan baru sadartelaaat bukan cuma orang ratusannyesal kemudian hari tiada ,"['kasus', 'kamu', 'banyak', 'sangat', 'dukung', 'polisi', 'kasus', 'kanjuruhan', 'baru', 'sadartelaaat', 'bukan', 'cuma', 'orang', 'ratusannyesal', 'kemudian', 'hari', 'tiada']"
596,596,Keren ih. IQ Polisi luar negeri diatas rata-rata🤣 https://t.co/TB3Dh6uO6p,keren ih iq polisi luar negeri diatas rata-rata🤣 ,"['keren', 'ih', 'iq', 'polisi', 'luar', 'negeri', 'atas', 'rata']"
597,597,"@Roni03055665 RAKYAT BENCI KEPADA POLISI
POLISI BENCI KEPADA RAKYAT
akibat perbuatan dosa dan maksiat yg tidak segera bertaubat.
Ataukah mereka tidak tahu sedang berbuat maksiat ?
Dan tidak tahu caranya bertaubat ?",rakyat benci polisi polisi benci rakyat akibat perbuatan dosa maksiat tidak segera bertaubat ataukah tidak tahu sedang berbuat maksiat tidak tahu caranya bertaubat ,"['rakyat', 'benci', 'polisi', 'polisi', 'benci', 'rakyat', 'akibat', 'buat', 'dosa', 'maksiat', 'tidak', 'segera', 'taubat', 'atau', 'tidak', 'tahu', 'sedang', 'buat', 'maksiat', 'tidak', 'tahu', 'cara', 'taubat']"
598,598,"Dalang hanya memainkan wayang Pak. Mereka ngga punya gas air mata.

Yang punya gas air mata biasanya polisi. Dan polisi yg bertugas biasanya datanya jelas. Bahkan siapa yg pegang senjata nomor berapa, bawa peluru berapa dan sisa berapa jg ada datanya.

Mindu cuma ngasi tau aja 🙏 https://t.co/yZROraCTEG",dalang memainkan wayang pak tidak punya gas air mata punya gas air mata biasanya polisi polisi bertugas biasanya datanya jelas bahkan siapa pegang senjata nomor berapa bawa peluru berapa sisa berapa ada datanya mindu cuma ngasi tahu 🙏 ,"['dalang', 'main', 'wayang', 'pak', 'tidak', 'punya', 'gas', 'air', 'mata', 'punya', 'gas', 'air', 'mata', 'biasa', 'polisi', 'polisi', 'tugas', 'biasa', 'data', 'jelas', 'bahkan', 'siapa', 'pegang', 'senjata', 'nomor', 'berapa', 'bawa', 'peluru', 'berapa', 'sisa', 'berapa', 'ada', 'data', 'mindu', 'cuma', 'ngasi', 'tahu', '']"
599,599,"Idol aja 6 tahun, ini polisi setahunn 🙃🙃 https://t.co/5CWeoAfOU4",idol tahun polisi setahunn 🙃🙃 ,"['idol', 'tahun', 'polisi', 'setahunn', '']"
600,600,ternyata polisi serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/C3jyzZAsD5,ternyata polisi serius segera masuk sidang ,"['nyata', 'polisi', 'serius', 'segera', 'masuk', 'sidang']"
601,601,@BosPurwa Jadi polisi hasil nembak kalo di wakanda..,jadi polisi hasil menyatakan kalau wakanda ,"['jadi', 'polisi', 'hasil', 'nyata', 'kalau', 'wakanda']"
602,602,Untung nih medianya Amerika..klo disini sdh di ITE kan..membuat berita hoax dg mengatakan Polisi indonesia kurang terlatih.. https://t.co/b8avRxZdqp,untung medianya amerikaklo disini di ite kanmembuat berita isu mengatakan polisi indonesia kurang terlatih ,"['untung', 'media', 'amerikaklo', 'sini', 'di', 'ite', 'kanmembuat', 'berita', 'isu', 'kata', 'polisi', 'indonesia', 'kurang', 'latih']"
603,603,"@KontraS Rajin belajar jadi pinter, malas belajar jadi polisi",rajin belajar jadi pinter malas belajar jadi polisi ,"['rajin', 'ajar', 'jadi', 'pinter', 'malas', 'ajar', 'jadi', 'polisi']"
604,604,@keuangannews_id Apakah mungkin nanti para polisi akan ‘takut’ bertugas mengawasi pertandingan bola?,mungkin para polisi ‘takut’ bertugas mengawasi pertandingan bola ,"['mungkin', 'para', 'polisi', '', 'takut', '', 'tugas', 'awas', 'tanding', 'bola']"
605,605,"@Anto1157 Ini akibat dari lulus polisi standarnya uang, wataknya persis anjing bulldog.",akibat lulus polisi standarnya uang wataknya persis anjing bulldog ,"['akibat', 'lulus', 'polisi', 'standar', 'uang', 'watak', 'persis', 'anjing', 'bulldog']"
606,606,"@Eerfun3 Yg pastinya SUPORTER YG SALAH,,,polisi selalu benar,pssi selalu benar,buzzer laknat lebih benar,komnas ham maha benar,buat saudara2 aremania inilah negeri kita,tapi jgan lupa waktu 7hari yg diberikan,buat yg mahaselalu benar terjungkal.",pastinya suporter salahpolisi selalu benarpssi selalu benarbuzzer laknat lebih benarkomnas ham maha benarbuat saudara aremania inilah negeri kitatapi jangan lupa waktu hari diberikanbuat mahaselalu benar terjungkal ,"['pasti', 'suporter', 'salahpolisi', 'selalu', 'benarpssi', 'selalu', 'benarbuzzer', 'laknat', 'lebih', 'benarkomnas', 'ham', 'maha', 'benarbuat', 'saudara', 'aremania', 'ini', 'negeri', 'kitatapi', 'jangan', 'lupa', 'waktu', 'hari', 'diberikanbuat', 'mahaselalu', 'benar', 'jungkal']"
607,607,"Senandung Sumbang - Polusi.

Polisi menuhankan Komandan
Perintahnya di atas perintah Tuhan. https://t.co/CIIZTBCHHk",senandung sumbang - polusi polisi menuhankan komandan perintahnya atas perintah tuhan ,"['senandung', 'sumbang', '-', 'polusi', 'polisi', 'tuhan', 'komandan', 'perintah', 'atas', 'perintah', 'tuhan']"
608,608,@arifhidayat Ternyata polisi yang panik.,ternyata polisi panik ,"['nyata', 'polisi', 'panik']"
609,609,"@ismeliala Polisi anjing menjaaadi bingungg 
Wa wa waaaa",polisi anjing menjaaadi bingungg wa wa waaaa ,"['polisi', 'anjing', 'menjaaadi', 'bingungg', 'wa', 'wa', 'waaaa']"
610,610,bukti nyata kalo polisi ini kerja keras serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/RZllhDbdaG,bukti nyata kalau polisi kerja keras serius segera masuk sidang ,"['bukti', 'nyata', 'kalau', 'polisi', 'kerja', 'keras', 'serius', 'segera', 'masuk', 'sidang']"
